participante,seg_id,bpm_watch,pred_final
12,500,91.00387617596508,92.70413373582105
12,1400,73.44826886964803,95.56401522407728
12,1400,72.00595497868277,95.56401522407728
12,1400,74.27516657965523,95.56401522407728
12,1400,78.07995740933852,95.56401522407728
12,1400,78.84775097289298,95.56401522407728
12,1500,99.5038104426637,102.15647402540729
12,1500,99.99844747503084,102.15647402540729
12,1500,100.0,102.15647402540729
12,1500,100.0,102.15647402540729
12,1500,100.0033401561248,102.15647402540729
13,700,92.41425130088608,87.11392886295629
13,700,92.27264192517188,87.11392886295629
13,700,93.38766613729072,87.11392886295629
13,700,94.92021276403815,87.11392886295629
13,700,95.7297210975643,87.11392886295629
13,1100,81.58846039269176,86.3744523620087
13,1100,78.54365718416321,86.3744523620087
13,1100,76.29126727993871,86.3744523620087
13,1100,75.20022615705216,86.3744523620087
13,1100,75.04141128806324,86.3744523620087
13,1300,79.29485276670856,86.19512649348219
13,1300,77.56525848820097,86.19512649348219
13,1300,76.34256071590241,86.19512649348219
13,1300,76.1065490218984,86.19512649348219
13,1300,76.30378817776239,86.19512649348219
13,1700,100.23114061105656,86.7895895117021
13,1700,100.77615692533092,86.7895895117021
13,1700,101.54446123413658,86.7895895117021
13,1700,102.65773558402984,86.7895895117021
13,1700,104.24515030611128,86.7895895117021
14,100,81.97914689712195,85.50659685162535
14,100,80.77912979827815,85.50659685162535
14,100,80.52560729257986,85.50659685162535
14,100,81.15594884203625,85.50659685162535
14,100,82.1442395702585,85.50659685162535
14,200,94.51953613436412,86.04084619815089
14,200,93.06724513351143,86.04084619815089
14,200,91.9426502215398,86.04084619815089
14,200,90.3440245662417,86.04084619815089
14,200,88.94750257134952,86.04084619815089
14,400,89.89391919294661,85.7391453885616
14,400,88.66264677367685,85.7391453885616
14,400,88.07230127022896,85.7391453885616
14,400,88.08831037855768,85.7391453885616
14,400,88.319882006382,85.7391453885616
14,1500,89.8529449935173,86.88461968942033
14,1500,93.2356890699048,86.88461968942033
14,1500,95.43106822245048,86.88461968942033
14,1500,97.09806658199857,86.88461968942033
14,1500,97.72922182557905,86.88461968942033
15,900,94.22938752171798,82.50840296708908
15,900,92.69693803766592,82.50840296708908
